player,display_name,slug,team,position,contract_type,actual_cap_hit,predicted_log_cap_hit,predicted_market_value,contract_surplus,log_contract_surplus,agent,signing_gm,age,games_played,goals,assists,points,plus_minus,pim,points_per_60,icf_per_60,iscf_per_60,ihdcf_per_60,giveaways_per_60,takeaways_per_60,hits_per_60,shots_blocked_per_60,r2
Jesperi Kotkaniemi,Jesperi Kotkaniemi,jesperi-kotkaniemi-car-c-std,CAR,C,STD,4820000,13.907080221820449,1095893.1181739566,-3724106.881826043,-1.481204264206335,Markus Lehto,Don Waddell,25,42,2,7,9,3,8,1.13,10.07,5.92,3.15,4.03,0.38,7.93,2.27,0.4695442670482678
Jordan Staal,Jordan Staal,jordan-staal-car-c-std,CAR,C,STD,2900000,15.326366013151878,4530604.866466439,1630604.8664664393,0.44614471819517476,Richard Curran,Don Waddell,37,75,20,16,36,5,29,1.78,11.17,8.25,4.6,2.27,0.79,8.2,2.37,0.4695442670482678
Sebastian Aho,Sebastian Aho,sebastian-aho-car-c-std,CAR,C,STD,9750000,15.346195090077064,4621339.1948864935,-5128660.8051135065,-0.7465827528969662,Mika Rautakallio,Don Waddell,28,79,27,53,80,11,46,3.0999999999999996,15.72,9.53,3.95,4.22,1.2,2.44,0.89,0.4695442670482678
Alexander Nikishin,Alexander Nikishin,alexander-nikishin-car-d-elc,CAR,D,ELC,925000,14.69158815908162,2401461.7179806693,1476461.7179806693,0.9540391425870585,Ryan Barnes,Eric Tulsky,24,81,11,22,33,18,33,1.35,13.08,2.48,0.57,3.54,1.06,5.38,3.83,0.4695442670482678
Eric Robinson,Eric Robinson,eric-robinson-car-l-std,CAR,L,STD,1700000,14.777765542148902,2617592.452837504,917592.452837504,0.43162673312245836,Todd Reynolds,Eric Tulsky,31,67,12,6,18,7,8,1.41,14.26,9.01,4.86,2.27,0.71,7.05,1.02,0.4695442670482678
Jaccob Slavin,Jaccob Slavin,jaccob-slavin-car-d-std,CAR,D,STD,6396062,14.728594328510466,2491995.4386996697,-3904066.5613003303,-0.9425987179370079,Kurt Overhardt,Eric Tulsky,32,39,1,7,8,8,4,0.5800000000000001,9.17,1.88,0.51,2.67,2.31,0.43,3.9,0.4695442670482678
Jalen Chatfield,Jalen Chatfield,jalen-chatfield-car-d-std,CAR,D,STD,3000000,14.9208324764604,3020196.569467232,20196.569467232097,0.006709629828016261,Darren Ferris,Eric Tulsky,30,72,2,15,17,15,18,0.7,10.88,2.52,0.33,2.81,1.2,1.49,2.61,0.4695442670482678
Jordan Martinook,Jordan Martinook,jordan-martinook-car-l-std,CAR,L,STD,3050000,15.197870007761379,3984291.2811854817,934291.2811854817,0.2672178591777854,Jeff Helperl,Eric Tulsky,33,77,12,17,29,6,35,1.52,13.08,7.25,3.41,2.36,0.74,5.88,2.63,0.4695442670482678
Mike Reilly,Mike Reilly,mike-reilly-car-d-std,CAR,D,STD,1100000,14.94970232512316,3108660.006171644,2008660.0061716442,1.0388815873545614,Pat Brisson,Eric Tulsky,32,42,1,8,9,11,26,0.86,14.61,3.34,0.38,2.2,0.67,1.72,3.53,0.4695442670482678
Nikolaj Ehlers,Nikolaj Ehlers,nikolaj-ehlers-car-l-std,CAR,L,STD,8500000,15.763925905170614,7017558.371474012,-1482441.6285259882,-0.19165081628993086,Andre Rufener,Eric Tulsky,30,82,26,45,71,8,14,3.13,19.0,7.5,2.42,3.84,1.06,0.93,1.06,0.4695442670482678
Sean Walker,Sean Walker,sean-walker-car-d-std,CAR,D,STD,3600000,15.290449160333534,4370767.40992793,770767.4099279298,0.1940047569071961,Kurt Overhardt (KO),Eric Tulsky,31,81,9,22,31,6,59,1.06,15.25,4.65,0.65,3.26,1.12,4.79,4.24,0.4695442670482678
Seth Jarvis,Seth Jarvis,seth-jarvis-car-c-std,CAR,C,STD,7420087,14.912869097030466,2996241.108041275,-4423845.891958725,-0.9068322431117437,Gerry Johannson,Eric Tulsky,24,71,32,34,66,6,23,2.95,16.61,11.32,5.46,2.55,1.84,3.63,1.21,0.4695442670482678
Shayne Gostisbehere,Shayne Gostisbehere,shayne-gostisbehere-car-d-std,CAR,D,STD,3200000,15.70189590896759,6595485.177926276,3395485.177926276,0.723234541197634,Marc Levine,Eric Tulsky,33,55,13,37,50,11,22,2.84,16.0,3.91,0.45,3.06,1.08,1.64,3.57,0.4695442670482678
Taylor Hall,Taylor Hall,taylor-hall-car-l-std,CAR,L,STD,3166667,15.573151092410948,5798739.315017711,2632072.3150177114,0.6049609192451353,Darren Ferris,Eric Tulsky,34,80,18,30,48,6,44,2.48,14.4,8.88,4.59,3.3,1.08,2.79,1.55,0.4695442670482678
William Carrier,William Carrier,william-carrier-car-l-std,CAR,L,STD,2000000,14.590130605140805,2169767.56123412,169767.5612341198,0.08147286661658626,Philippe Lecavalier,Eric Tulsky,31,70,7,11,18,5,18,1.44,13.71,7.73,5.02,1.51,1.2,13.71,1.43,0.4695442670482678
Logan Stankoven,Logan Stankoven,logan-stankoven-car-c-elc,CAR,C,ELC,814167,14.73743263839538,2514118.08601455,1699951.0860145502,1.127511854747917,Gerry Johannson,Jim Nill,23,81,21,23,44,12,25,2.1100000000000003,15.1,10.79,5.03,2.21,1.34,2.4,1.05,0.4695442670482678
Nicolas Deslauriers,Nicolas Deslauriers,nicolas-deslauriers-car-l-std,CAR,L,STD,1750000,13.743374959700706,930404.7259919345,-819595.2740080655,-0.6317513861989905,Philippe Lecavalier,Chuck Fletcher,35,31,0,2,2,-3,38,0.45,8.15,3.62,1.81,2.26,0.68,27.4,1.81,0.4695442670482678
Luca Del Bel Belluz,Luca Del Bel Belluz,luca-del-bel-belluz-cbj-c-elc,CBJ,C,ELC,859999,13.636119177085687,835778.7275641139,-24220.272435886087,-0.028567328352629318,Pat Brisson,Brent Flahr,22,14,0,1,1,-2,4,0.47,7.54,5.18,1.88,0.47,0.94,1.41,4.71,0.4695442670482678
Miles Wood,Miles Wood,miles-wood-cbj-l-std,CBJ,L,STD,2500000,14.513321184435364,2009348.6733959569,-490651.32660404313,-0.2184801054030654,Peter Fish,Chris MacFarland,30,54,8,6,14,-10,26,1.31,12.37,7.31,4.5,3.19,0.47,5.9,1.78,0.4695442670482678
Charlie Coyle,Charlie Coyle,charlie-coyle-cbj-c-std,CBJ,C,STD,5250000,15.426765178240798,5009091.795279441,-240908.2047205586,-0.046973456327009444,Robert Norton,Don Sweeney,34,82,20,38,58,3,14,2.35,9.99,6.67,3.96,2.14,1.37,4.49,2.14,0.4695442670482678
Brendan Smith,Brendan Smith,brendan-smith-cbj-d-std,CBJ,D,STD,800000,14.666452111962021,2341850.793174765,1541850.793174765,1.0740851053119567,Matthew Oates,Don Waddell,37,15,0,2,2,-1,11,0.72,7.58,1.81,0.0,5.42,1.81,4.33,3.97,0.4695442670482678
Cole Sillinger,Cole Sillinger,cole-sillinger-cbj-c-std,CBJ,C,STD,2250000,14.540436304022379,2064577.7912353189,-185422.20876468113,-0.08600447015822432,Craig Oster,Don Waddell,23,81,8,25,33,2,37,1.6099999999999999,12.02,6.96,2.77,2.82,1.51,5.45,2.14,0.4695442670482678
Dante Fabbro,Dante Fabbro,dante-fabbro-cbj-d-std,CBJ,D,STD,4125000,14.756334895789518,2562092.5778791076,-1562907.4221208924,-0.47624168196140104,J.P. Barry,Don Waddell,28,74,5,6,11,-16,33,0.53,8.52,1.57,0.05,2.89,0.98,3.18,5.87,0.4695442670482678
Dmitri Voronkov,Dmitri Voronkov,dmitri-voronkov-cbj-l-std,CBJ,L,STD,4175000,14.369882023640931,1740846.4590854223,-2434153.5409145774,-0.8747428926261609,Rick Komarow,Don Waddell,25,63,17,15,32,-1,59,2.1799999999999997,13.25,9.36,6.29,2.8,0.61,7.17,1.84,0.4695442670482678
Isac Lundestrom,Isac Lundestrom,isac-lundestrom-cbj-c-std,CBJ,C,STD,1300000,14.355275409331865,1715603.3929574888,415603.3929574888,0.27740058690010017,Peter Wallen,Don Waddell,26,68,4,8,12,-2,4,0.85,6.27,3.28,1.5,2.71,0.57,2.49,2.49,0.4695442670482678
Ivan Provorov,Ivan Provorov,ivan-provorov-cbj-d-std,CBJ,D,STD,8500000,15.033512361855797,3380426.225932278,-5119573.774067722,-0.9220643596047484,Mark Gandler & Todd Diamond,Don Waddell,29,82,9,22,31,14,32,0.92,10.2,2.83,0.59,3.3,0.86,0.83,3.95,0.4695442670482678
Jake Christiansen,Jake Christiansen,jake-christiansen-cbj-d-std,CBJ,D,STD,975000,14.203514672678992,1474035.8495126676,499035.8495126676,0.4133219226990068,J.P. Barry,Don Waddell,26,40,0,3,3,-7,8,0.45,11.5,2.84,0.15,1.94,0.3,4.48,3.58,0.4695442670482678
Kent Johnson,Kent Johnson,kent-johnson-cbj-c-std,CBJ,C,STD,1800000,14.608399023373654,2209770.0611969642,409770.06119696423,0.20510180050726134,Pat Brisson,Don Waddell,23,76,7,15,22,-8,20,1.31,13.89,7.51,2.8,2.92,0.66,0.89,2.27,0.4695442670482678
Kirill Marchenko,Kirill Marchenko,kirill-marchenko-cbj-r-std,CBJ,R,STD,3850000,15.256781124589523,4226061.900498369,376061.9004983688,0.0931974183255555,Daniel Milstein,Don Waddell,25,76,27,40,67,7,32,2.8,18.59,9.54,2.71,3.96,1.88,2.54,1.67,0.4695442670482678
Mathieu Olivier,Mathieu Olivier,mathieu-olivier-cbj-r-std,CBJ,R,STD,3000000,14.48098933106814,1945421.71399638,-1054578.28600362,-0.4331335155642453,Philippe Lecavalier,Don Waddell,29,61,15,11,26,13,101,1.8,12.79,8.16,4.56,1.59,0.83,14.45,2.9,0.4695442670482678
Mikael Pyyhtia,Mikael Pyyhtia,mikael-pyyhtia-cbj-l-std,CBJ,L,STD,775000,14.012102546145725,1217247.2880926921,442247.28809269215,0.4514842378102415,Andy Scott,Don Waddell,24,5,1,0,1,-1,0,1.17,17.54,8.19,3.51,1.17,1.17,1.17,2.34,0.4695442670482678
Sean Monahan,Sean Monahan,sean-monahan-cbj-c-std,CBJ,C,STD,5500000,15.037305077554942,3393271.5655116974,-2106728.4344883026,-0.48295357264775696,Patrick Morris,Don Waddell,31,78,13,23,36,-1,12,1.6099999999999999,9.97,6.24,3.55,2.56,1.17,2.07,1.53,0.4695442670482678
Adam Fantilli,Adam Fantilli,adam-fantilli-cbj-c-elc,CBJ,C,ELC,950000,14.681943719297713,2378412.293105377,1428412.293105377,0.9177264557209899,Pat Brisson,Jarmo Kekalainen,21,82,24,35,59,-13,38,2.2800000000000002,17.03,9.33,3.56,3.64,0.97,5.38,1.97,0.4695442670482678
Boone Jenner,Boone Jenner,boone-jenner-cbj-c-std,CBJ,C,STD,3750000,15.205773807117195,4015907.0979967536,265907.09799675364,0.06850740917060172,Joseph Resnick,Jarmo Kekalainen,33,67,13,25,38,3,44,2.11,14.98,8.58,4.46,2.95,0.78,8.19,3.68,0.4695442670482678
Denton Mateychuk,Denton Mateychuk,denton-mateychuk-cbj-d-elc,CBJ,D,ELC,886666,14.39430186613563,1783880.9648115656,897214.9648115656,0.6990782259258399,Gerry Johannson,Jarmo Kekalainen,21,75,13,18,31,12,8,1.29,8.8,3.0,0.71,3.34,0.63,1.08,3.84,0.4695442670482678
Erik Gudbranson,Erik Gudbranson,erik-gudbranson-cbj-d-std,CBJ,D,STD,4000000,14.659914150460509,2326589.805083805,-1673410.1949161948,-0.5418907686236558,Patrick Morris,Jarmo Kekalainen,34,37,1,2,3,6,19,0.27,8.03,1.1,0.18,3.01,0.64,4.11,5.84,0.4695442670482678
Zach Werenski,Zach Werenski,zach-werenski-cbj-d-std,CBJ,D,STD,9583333,15.516149942256634,5477448.466853622,-4105884.5331463777,-0.559386059500282,Judd Moldaver,Jarmo Kekalainen,28,75,22,59,81,7,18,2.43,17.73,6.4,0.66,3.76,1.05,0.9,2.83,0.4695442670482678
Luca Pinelli,Luca Pinelli,luca-pinelli-cbj-c-elc,CBJ,C,ELC,846666,13.427063767822862,678109.303020059,-168556.69697994099,-0.22199779510186346,Patrick Morris,John Davidson,21,3,0,0,0,-1,0,0.0,14.53,11.62,1.45,4.36,0.0,2.91,1.45,0.4695442670482678
Damon Severson,Damon Severson,damon-severson-cbj-d-std,CBJ,D,STD,6250000,15.072024670129718,3513153.658051992,-2736846.341948008,-0.576067351582866,Jason Davidson & Blake Evans,Tom Fitzgerald,31,71,8,24,32,18,45,1.28,9.54,3.57,1.12,3.29,1.12,1.56,3.45,0.4695442670482678
Yegor Zamula,Yegor Zamula,yegor-zamula-cbj-d-std,CBJ,D,STD,1000000,14.140002710052451,1383327.9473544094,383327.9473544094,0.32449215208817783,Daniel Milstein,Don Waddell,26,33,0,3,3,6,4,0.42,7.1,1.53,0.0,3.76,0.83,0.97,5.57,0.4695442670482678
Yegor Chinakhov,Yegor Chinakhov,yegor-chinakhov-cbj-r-std,CBJ,R,STD,2100000,15.097479444971599,3603728.0785882217,1503728.0785882217,0.5400315422779478,Shumi Babaev,Don Waddell,25,72,21,21,42,-2,10,2.6,18.55,9.03,3.34,2.35,0.56,3.03,1.92,0.4695442670482678
Danton Heinen,Danton Heinen,danton-heinen-cbj-l-std,CBJ,L,STD,2250000,14.533307908148654,2049912.9937662433,-200087.00623375666,-0.09313286603194904,Allain Roy,Patrik Allvin,30,46,6,6,12,7,16,1.38,11.04,7.36,3.68,2.42,1.04,6.21,2.76,0.4695442670482678
Mason Marchment,Mason Marchment,mason-marchment-cbj-l-std,CBJ,L,STD,4500000,15.144213984643102,3776144.16437365,-723855.8356263498,-0.17537397009744637,Paul Capizzano,Jim Nill,31,68,19,26,45,17,56,2.29,13.36,7.62,3.35,4.37,1.47,4.27,1.42,0.4695442670482678
Conor Garland,Conor Garland,conor-garland-cbj-r-std,CBJ,R,STD,4950000,15.02106463457999,3338608.410533473,-1611391.589466527,-0.3938334999648845,Judd Moldaver,Jim Benning,30,71,12,21,33,-21,34,1.62,13.37,7.72,3.39,3.69,1.38,2.21,1.57,0.4695442670482678
Blake Coleman,Blake Coleman,blake-coleman-cgy-l-std,CGY,L,STD,4900000,15.140335209101188,3761525.71791019,-1138474.28208981,-0.2644105539796673,Brian & Scott Bartlett,Brad Treliving,34,69,20,15,35,12,49,1.75,15.36,9.89,5.62,3.11,1.35,7.63,2.41,0.4695442670482678
Jonathan Huberdeau,Jonathan Huberdeau,jonathan-huberdeau-cgy-l-std,CGY,L,STD,10500000,14.881455669456773,2903581.8962961254,-7596418.103703875,-1.2854301456709791,Allan Walsh,Brad Treliving,33,50,10,15,25,-9,41,1.65,10.92,6.88,4.04,3.84,0.6,1.99,1.99,0.4695442670482678
Joel Farabee,Joel Farabee,joel-farabee-cgy-l-std,CGY,L,STD,5000000,14.786951553245306,2641748.4649905497,-2358251.5350094503,-0.6379969171530693,Shawn Hunwick,Chuck Fletcher,26,82,20,18,38,-9,28,1.65,10.77,6.36,3.24,3.03,0.99,2.12,2.25,0.4695442670482678
Adam Klapka,Adam Klapka,adam-klapka-cgy-r-std,CGY,R,STD,1250000,14.103285481362688,1333457.1403432207,83457.14034322067,0.06463137208420378,Gerry Johannson,Craig Conroy,25,79,6,12,18,-12,112,1.29,12.99,6.85,3.57,2.57,1.0,21.05,3.64,0.4695442670482678
Brayden Pachal,Brayden Pachal,brayden-pachal-cgy-d-std,CGY,D,STD,1187500,14.027714983651032,1236400.6112898297,48900.611289829714,0.04035416876009812,Ross Gurney,Craig Conroy,26,39,1,6,7,-1,47,0.78,9.42,2.0,0.22,3.44,0.78,9.87,4.43,0.4695442670482678
Connor Zary,Connor Zary,connor-zary-cgy-c-std,CGY,C,STD,3775000,14.420687626630523,1831576.4949815713,-1943423.5050184287,-0.7232233140347404,Michael Kaye,Craig Conroy,24,74,12,13,25,-9,22,1.4100000000000001,11.0,7.11,3.72,2.48,0.79,2.54,0.96,0.4695442670482678
Jake Bean,Jake Bean,jake-bean-cgy-d-std,CGY,D,STD,1750000,14.344374086251044,1697002.6168348703,-52997.38316512969,-0.03075225964865247,Judd Moldaver,Craig Conroy,28,16,1,1,2,-7,16,0.48,10.34,3.53,0.0,3.53,1.18,0.71,6.82,0.4695442670482678
Joel Hanley,Joel Hanley,joel-hanley-cgy-d-std,CGY,D,STD,1750000,15.110446556219298,3650762.3115055133,1900762.3115055133,0.7353202103196015,Lewis Gross,Craig Conroy,35,68,0,7,7,-5,44,0.42,7.04,1.81,0.24,3.19,0.6,2.53,5.42,0.4695442670482678
Kevin Bahl,Kevin Bahl,kevin-bahl-cgy-d-std,CGY,D,STD,5350000,14.338608175326828,1687246.0058135295,-3662753.9941864703,-1.1539989435453624,David Gagner,Craig Conroy,25,76,4,14,18,2,47,0.64,5.18,1.33,0.25,3.24,1.51,4.1,3.56,0.4695442670482678
Martin Pospisil,Martin Pospisil,martin-pospisil-cgy-c-std,CGY,C,STD,1000000,13.339210997017494,621077.4038428228,-378922.59615717723,-0.4762995609467797,Daniel Milstein,Craig Conroy,26,22,1,2,3,-4,17,0.81,9.67,4.03,1.34,1.34,0.81,22.57,1.61,0.4695442670482678
Matt Coronato,Matt Coronato,matt-coronato-cgy-r-std,CGY,R,STD,6500000,14.884383572241585,2912095.759616111,-3587904.240383889,-0.8029291626242809,John Kofi Osei-Tutu & Bobby Gauthier,Craig Conroy,23,80,18,27,45,-29,32,2.0300000000000002,18.43,9.82,4.06,2.52,0.86,1.04,1.04,0.4695442670482678
Matvei Gridin,Matvei Gridin,matvei-gridin-cgy-r-elc,CGY,R,ELC,942500,14.188470418403016,1452026.0549742365,509526.0549742365,0.43217922009871224,Daniel Milstein,Craig Conroy,20,37,6,14,20,-14,2,2.14,14.99,6.85,2.78,4.5,0.75,1.18,3.0,0.4695442670482678
Mikael Backlund,Mikael Backlund,mikael-backlund-cgy-c-std,CGY,C,STD,4500000,15.702131946298191,6597042.142385337,2097042.1423853366,0.3825439915576432,J.P. Barry,Craig Conroy,37,82,17,26,43,7,16,1.75,14.23,5.83,3.26,3.51,1.3,0.94,1.14,0.4695442670482678
Morgan Frost,Morgan Frost,morgan-frost-cgy-c-std,CGY,C,STD,4375000,14.958105034858782,3134891.2261952553,-1240108.7738047447,-0.33331204291507,Darren Ferris,Craig Conroy,27,82,22,21,43,-16,28,2.0300000000000002,12.51,8.22,4.16,2.27,0.94,2.79,1.84,0.4695442670482678
Ryan Lomberg,Ryan Lomberg,ryan-lomberg-cgy-l-std,CGY,L,STD,2000000,14.41880637425741,1828134.0763981743,-171865.92360182572,-0.08985136426680818,Brian & Scott Bartlett,Craig Conroy,31,57,4,5,9,-4,59,1.0499999999999998,11.52,5.35,1.86,2.09,0.35,15.01,1.98,0.4695442670482678
Samuel Honzek,Samuel Honzek,samuel-honzek-cgy-l-elc,CGY,L,ELC,886666,13.29164458921774,592226.5871600406,-294439.4128399594,-0.40357905099205027,Gerry Johannson,Craig Conroy,21,18,2,2,4,1,2,1.08,11.34,5.94,3.78,2.43,0.27,9.45,1.62,0.4695442670482678
Yan Kuznetsov,Yan Kuznetsov,yan-kuznetsov-cgy-d-std,CGY,D,STD,812500,14.174126451988489,1431346.90706911,618846.9070691101,0.5662552588024585,Mark Gandler & Todd Diamond,Craig Conroy,24,57,4,8,12,-8,28,0.63,7.08,1.52,0.21,3.2,0.47,4.14,5.35,0.4695442670482678
Yegor Sharangovich,Yegor Sharangovich,yegor-sharangovich-cgy-c-std,CGY,C,STD,5750000,14.975101372624149,3188628.269196679,-2561371.730803321,-0.5896090401493836,Daniel Milstein,Craig Conroy,28,78,15,14,29,-20,12,1.3900000000000001,14.53,7.0,3.12,2.64,0.86,1.01,1.49,0.4695442670482678
Zayne Parekh,Zayne Parekh,zayne-parekh-cgy-d-elc,CGY,D,ELC,942500,13.86834150722333,1054251.408072551,111751.40807255101,0.11205030891902545,Daniel Milstein,Craig Conroy,20,37,4,5,9,-9,8,0.85,13.07,4.45,0.57,6.34,0.85,1.42,2.84,0.4695442670482678
Nazem Kadri,Nazem Kadri,nazem-kadri-cgy-c-std,CGY,C,STD,7000000,15.674458854498981,6416984.456545358,-583015.5434546424,-0.08696185252060573,Darren Ferris,Brad Treliving,35,77,16,34,50,-30,30,2.05,18.01,10.48,4.46,3.07,0.82,2.05,1.23,0.4695442670482678
Victor Olofsson,Victor Olofsson,victor-olofsson-cgy-l-std,CGY,L,STD,1575000,15.210361740825498,4034374.143939416,2459374.143939416,0.9405959105836263,Claude Lemieux,Chris MacFarland,30,78,13,18,31,5,6,1.76,14.97,9.08,3.63,3.4,0.96,1.02,1.19,0.4695442670482678
Olli Maatta,Olli Maatta,olli-maatta-cgy-d-std,CGY,D,STD,3500000,14.706748405526389,2438145.8369960845,-1061854.1630039155,-0.36152512093325306,J.P. Barry,Bill Armstrong,31,43,2,13,15,-6,4,1.21,5.59,1.46,0.73,4.05,1.05,0.24,5.02,0.4695442670482678
MacKenzie Weegar,MacKenzie Weegar,mackenzie-weegar-cgy-d-std,CGY,D,STD,6250000,15.264760682736744,4259918.909504277,-1990081.0904957233,-0.3833313389758395,Matthew Ebbs,Brad Treliving,32,79,4,24,28,-33,88,0.9500000000000001,13.29,2.64,0.2,4.19,1.08,5.65,5.92,0.4695442670482678
Rasmus Andersson,Rasmus Andersson,rasmus-andersson-cgy-d-std,CGY,D,STD,4550000,15.269030493333311,4278146.843624513,-271853.15637548734,-0.061607297593822,Claude Lemieux,Brad Treliving,29,81,17,30,47,4,71,1.5,12.83,3.74,0.93,3.26,0.86,1.18,4.79,0.4695442670482678
Zach Whitecloud,Zach Whitecloud,zach-whitecloud-cgy-d-std,CGY,D,STD,2750000,14.770324419161033,2598186.914503327,-151813.0854966729,-0.05678705048172006,Dean Grillo,Kelly McCrimmon,29,78,2,15,17,-6,30,0.6499999999999999,7.19,1.85,0.26,2.76,0.57,4.69,5.3,0.4695442670482678
Sam Lafferty,Sam Lafferty,sam-lafferty-chi-c-std,CHI,C,STD,2000000,13.844613781471644,1029530.8607768408,-970469.1392231592,-0.6640439570525754,Pete Rutili,Kevyn Adams,31,29,1,1,2,-2,14,0.46,4.51,3.16,2.26,3.38,0.45,7.89,1.13,0.4695442670482678
Alex Vlasic,Alex Vlasic,alex-vlasic-chi-d-std,CHI,D,STD,4600000,14.611652205006155,2216970.5504714847,-2383029.4495285153,-0.7299146564531682,Brian & Scott Bartlett,Kyle Davidson,25,81,2,19,21,-16,17,0.74,7.47,1.75,0.21,3.23,0.98,1.02,4.17,0.4695442670482678
Anton Frondell,Anton Frondell,anton-frondell-chi-c-elc,CHI,C,ELC,975000,14.157385508676914,1407584.2690984674,432584.2690984674,0.3671927586969286,J.P. Barry,Kyle Davidson,19,12,3,6,9,-1,4,2.55,19.78,9.61,3.11,3.11,0.57,2.26,3.67,0.4695442670482678
Artyom Levshunov,Artyom Levshunov,artyom-levshunov-chi-d-elc,CHI,D,ELC,975000,14.108241062284193,1340081.5955626792,365081.5955626792,0.3180483123042084,Daniel Milstein,Kyle Davidson,20,68,2,22,24,-41,44,1.08,9.91,3.29,0.5,3.96,0.72,4.41,3.29,0.4695442670482678
Connor Bedard,Connor Bedard,connor-bedard-chi-c-elc,CHI,C,ELC,950000,14.865887225324816,2858727.70471195,1908727.70471195,1.101669961748092,Gregory Landry,Kyle Davidson,20,69,30,45,75,-18,50,3.12,17.49,9.16,2.58,3.58,1.12,1.29,1.12,0.4695442670482678
Dominic Toninato,Dominic Toninato,dominic-toninato-chi-c-std,CHI,C,STD,850000,13.963496873378094,1159497.0290173865,309497.0290173865,0.3105052449115959,,Kyle Davidson,32,8,0,1,1,0,6,0.82,13.11,5.74,4.1,1.64,1.64,9.83,0.82,0.4695442670482678
Ethan Del Mastro,Ethan Del Mastro,ethan-del-mastro-chi-d-elc,CHI,D,ELC,855833,13.632004922451426,832347.1850214219,-23485.814978578128,-0.02782562018130541,Wade Arnott,Kyle Davidson,23,19,0,1,1,-11,18,0.22,8.72,1.56,0.22,3.58,1.12,4.25,4.92,0.4695442670482678
Frank Nazar,Frank Nazar,frank-nazar-chi-c-elc,CHI,C,ELC,950000,14.48626109486482,1955704.598411682,1005704.5984116821,0.7220438312880972,Kevin Magnuson,Kyle Davidson,22,66,15,26,41,-21,26,2.0300000000000002,13.25,8.58,4.02,3.67,1.39,1.84,2.13,0.4695442670482678
Kevin Korchinski,Kevin Korchinski,kevin-korchinski-chi-d-elc,CHI,D,ELC,918333,13.545104007692194,763069.2052740552,-155263.79472594475,-0.18521134123237637,David Kaye,Kyle Davidson,22,13,0,2,2,-4,4,0.68,5.75,1.35,0.34,4.4,0.68,1.35,4.4,0.4695442670482678
Landon Slaggert,Landon Slaggert,landon-slaggert-chi-l-std,CHI,L,STD,900000,13.777852268323915,963041.9660889205,63041.96608892048,0.06770222601746667,Brian & Scott Bartlett,Kyle Davidson,23,53,3,4,7,-2,16,0.75,8.9,6.44,3.65,1.29,0.43,8.47,2.57,0.4695442670482678
Louis Crevier,Louis Crevier,louis-crevier-chi-d-std,CHI,D,STD,900000,14.643278223702554,2288204.9961839207,1388204.9961839207,0.9331281813961052,Paul Corbeil,Kyle Davidson,25,78,7,18,25,-2,63,1.12,11.04,2.96,0.54,2.87,0.67,5.57,4.26,0.4695442670482678
Matt Grzelcyk,Matt Grzelcyk,matt-grzelcyk-chi-d-std,CHI,D,STD,1000000,14.930224891964777,3048697.145658996,2048697.145658996,1.114714334000503,Sean Coffey,Kyle Davidson,32,69,0,12,12,-9,32,0.61,8.15,1.13,0.1,2.36,1.08,1.43,2.77,0.4695442670482678
Nick Lardis,Nick Lardis,nick-lardis-chi-l-elc,CHI,L,ELC,865000,13.939632097732993,1132153.4643076824,267153.46430768236,0.2691473118189762,David Gagner,Kyle Davidson,20,41,10,5,15,-18,10,1.73,13.97,7.74,2.54,2.19,0.58,6.58,1.39,0.4695442670482678
Oliver Moore,Oliver Moore,oliver-moore-chi-c-elc,CHI,C,ELC,941667,14.081366780299915,1304547.480412688,362880.4804126881,0.3259597924231077,Pat Brisson,Kyle Davidson,21,51,5,14,19,-15,19,1.74,10.12,5.47,2.37,3.74,1.37,2.28,1.19,0.4695442670482678
Ryan Donato,Ryan Donato,ryan-donato-chi-c-std,CHI,C,STD,4000000,15.014491752297856,3316736.091300036,-683263.9086999642,-0.18731316678630883,Matt & Ryan Keator,Kyle Davidson,30,82,15,15,30,-16,46,1.48,13.8,7.7,3.92,2.88,1.29,3.87,1.04,0.4695442670482678
Ryan Greene,Ryan Greene,ryan-greene-chi-c-elc,CHI,C,ELC,950000,14.33467651411141,1680625.3497484233,730625.3497484233,0.5704592505346859,Allain Roy,Kyle Davidson,22,81,12,17,29,-14,14,1.28,8.85,6.19,2.96,2.26,0.93,2.21,1.64,0.4695442670482678
Sacha Boisvert,Sacha Boisvert,sacha-boisvert-chi-c-elc,CHI,C,ELC,966667,13.420076489774873,673387.6796305907,-293279.3203694093,-0.36153286134124585,Ian Pulver,Kyle Davidson,20,7,1,1,2,-1,9,1.86,11.13,6.49,1.85,3.71,0.0,8.34,0.93,0.4695442670482678
Sam Rinzel,Sam Rinzel,sam-rinzel-chi-d-elc,CHI,D,ELC,941667,14.139325407125186,1382391.3325080923,440724.3325080923,0.38391841924837955,Thomas Lynn,Kyle Davidson,21,54,4,10,14,-7,44,0.85,12.16,3.34,0.18,4.07,0.79,2.98,3.83,0.4695442670482678
Teuvo Teravainen,Teuvo Teravainen,teuvo-teravainen-chi-c-std,CHI,C,STD,5400000,15.083594041183343,3554034.6640604557,-1845965.3359395443,-0.41831547035116046,Markus Lehto,Kyle Davidson,31,75,14,21,35,-30,6,1.58,8.61,4.19,1.71,3.2,0.99,0.95,1.94,0.4695442670482678
